character,components,meaning,pinyin,tree,decomposition,story,appears_in,my_story,picture,frequency_rank,Hán Việt,Nghĩa
疾,"疒, 丿, 一, 大","Illness, disease, sickness, hate, quick",jí,"疾
├── 疒
└── 矢",⿸疒⿱⿰丿一大,① rs. bed for the sick 疒 like an arrow 矢: illness ② illness 疒 comes quick like an arrow 矢,,,,1094,tật," 1. Ốm, tật bệnh, mình mẩy không được dễ chịu gọi là tật 疾, nặng hơn nữa gọi là bệnh 病. <br>2. Quấy khổ, nghiệt ác làm khổ dân gọi là dân tật 民疾. <br>3. Giận. Như phủ kiếm tật thị 撫劍疾視 (Mạnh Tử 孟子) tuốt gươm trợn mắt nhìn. <br>4. Ghét giận. <br>5. Vội vàng. <br>6. Nhanh nhẹn. <br>7. Bạo ngược. <br>8. Cái chắn trước đòn xe. <br>9. Tật, vết.<br>"
俄,"亻, 手, 戈","Sudden, soon, russian","é, É","俄
├── 亻
└── 我
    ├── 手
    └── 戈",⿰亻⿰手戈,① man holding a spear 我 suddenly confronting other man 亻: russians defending themselves,,,,1095,nga," 1. Chốc lát. Như nga khoảnh 俄頃 thoảng tí. <br>2. Tên nước Nga, gọi đủ là Nga La Tư.<br>"
末,"木, 一","Final, last, end, insignificant",mò,"末
├── 木
└── 一",⿻木一,① rs. the fruits of a tree 木 are the final result,未,,,1096,mạt," 1. Ngọn. Như mộc mạt 木末 ngọn cây, trượng mạt 杖末 đầu gậy. Sự gì không phải là căn bản cũng gọi là mạt. Như đi buôn gọi là trục mạt 逐末, theo đuổi nghề mọn, vì ngày xưa trọng nghề làm ruộng mà khinh nghề đi buôn vậy. <br>2. Không. Như mạt do dã dĩ 末由也已 không biết noi vào đâu được vậy thôi. <br>3. Hết, cuối. Như mạt thế 末世 đời cuối, mạt nhật 末日 ngày cuối cùng, v.v. <br>4. Mỏng, nhẹ. Như mạt giảm 末減 giảm nhẹ bớt đi. <br>5. Phường tuồng đóng thầy đồ già gọi là mạt. <br>6. Nhỏ, vụn. Như dược mạt 藥末 thuốc đã tán nhỏ. <br>7. Mỏn mọn, thấp hẹp. Dùng làm lời tự nhún mình. Như mạt học 末學 kẻ học mỏn mọn này.<br>"
贤,"〢, 又, 贝","Virtuous, worthy, good, able, intelligent",xián,"贤
├── 37144
│   ├── 37255
│   │   ├── 丨
│   │   └── 丨
│   └── 又
└── 贝",⿱⿰〢又贝,① controlled 臤 use of money 貝,,,,1097,hiền," 1. Hiền, đức hạnh tài năng hơn người gọi là hiền. <br>2. Thân yêu. Như hiền hiền dịch sắc 賢賢易色 (Luận ngữ 論語) đổi lòng yêu sắc đẹp mà thân yêu người hiền. <br>3. Hơn. Như bỉ hiền ư ngô viễn hĩ 彼賢於吾遠矣 họ hiền hơn ta nhiều lắm vậy. <br>4. Tốt hơn. <br>5. Nhọc nhằn.<br>"
孝,"耂, 子","Filial piety, obedience, mourning",xiào,"孝
├── 耂
└── 子",⿸耂子,① rs. old man 耂 leaning on a child 子: filial piety,教 酵,,,1098,hiếu," 1. Thảo, con thờ cha mẹ hết lòng gọi là hiếu. <br>2. Tục gọi đồ tang phục là hiếu. Như xuyên hiếu 穿孝 mặc đồ tang, thoát hiếu 脫孝 trút đồ tang (đoạn tang), v.v.<br>"
哭,"口, 犬","Weep, cry, wail",kū,"哭
├── 吅
│   └── 口
└── 犬",⿱⿰口口犬,① rs. mouths 口口 crying like a dog 犬 ② looks like a person 大 with giant eyes 口口 crying out a tear 丶,,,,1099,khốc (10 n), 1. Khóc to.<br>
床,"广, 木","Bed, couch, framework, chassis",chuáng,"床
├── 广
└── 木",⿸广木,① wooden 木 structure (爿) to sleep in a house 广,,,,1100,sàng, 1. Cũng như chữ sàng 牀.<br>
吏,"一, ⼗, ⼝, 丿, 乀","Government official, magistrate",lì,"吏
├── 65522
│   ├── 十
│   └── 中
│       ├── 口
│       └── 丨
└── 乂
    └── ㇒",⿻一⿳⼗⼝⿻丿乀,① hand 𠂇 with a pen 丶 writing what is said 口,史,,,1101,lại," 1. Sửa trị. Chức xử sự trị dân gọi là lại, vì thế nên quan cũng gọi là lại. Cái việc chức phận các quan địa phương phải làm gọi là lại trị 吏治. <br>2. Kẻ lại, các chức dưới quyền quan gọi là lại. Như thông lại 通吏, đề lại 題吏, v.v.<br>"
健,"亻, 廴, 聿","Strong, robust, healthy, strength",jiàn,"健
├── 亻
└── 建
    ├── 廴
    └── 聿",⿰亻⿺廴聿,① a well built 建 person 亻 ② a person 亻 healthy enough to build 建 things,,,,1102,kiện, 1. Khỏe. Như dũng kiện 勇健 khỏe mạnh. <br>2. Khỏe khoắn. Như khang kiện 康健 sức vóc khỏe khoắn.<br>
朱,"木, ㇒, 一","Cinnabar, vermilion","zhū, Zhū","朱
├── 未
│   ├── 木
│   └── 一
└── ㇒",⿱木⿰㇒一,① color of inside of tree 木 marked by dot  → 朱,,,,1103,chu," 1. Ðỏ. <br>2. Ðời xưa cho sắc đỏ là đẹp nhất, nên gọi các nhà phú quý là chu môn 朱門.<br>"
戏,"又, 戈","Theatrical play, show",xì,"戏
├── 又
└── 戈",⿰又戈,① theatrical play with spears 戈 happening on the mountain side with tigers 虚/虛 ② ⓢ theatrical play with spears 戈 in hand 又,,,,1104,hí|hô|huy," 1. Ðùa bỡn. <br>2. Làm trò. Diễn lại sự tích cũ gọi là hí kịch 戲劇. <br>3. Một âm là hô, cũng như chữ hô 呼. Như ô hô 於戲 than ôi ! Cũng có khi đọc là chữ huy, cùng nghĩa với chữ 麾.<br>"
票,"覀, 示","Slip of paper or bamboo, ticket, ballot, hostage",piào,"票
├── 覀
└── 示",⿱覀示,① modf. 𤐫: after usage the urn 囟 held by hands 𦥑 is thrown in the fire 火; head 囟 held 𦥑 in the fire 火: hostage; after voting in the evening 覀 ballots are put on the altar 示  ② the ballot shows 示 the west 覀 (it’s a sign of the western democracy) ③ are you traveling west 覀? please show 示 me your ticket," 壇; 紙; 漂 標
",,,1105,phiếu|tiêu|phiêu," 1. Chứng chỉ, cái dấu hiệu để nêu tên cho dễ nhận. Như hối phiếu 匯票 cái phiếu đổi lấy tiền bạc. <br>2. Một âm là tiêu. Lửa lém, lửa bay. <br>3. Lại một âm là phiêu. Nhẹ nhàng, nhanh.<br>"
晋,"一, ⼋, ⼁, ⼀, 日","Advance, increase, promote","jìn, Jìn","晋
├── 亚
│   ├── 一
│   └── 业
│       ├── 37859
│       │   ├── 10001
│       │   │   └── 丨
│       │   └── 丷
│       └── 一
└── 日",⿱⿱一⿱⿻⼋⿰⼁⼁⼀日,① rs. arrows 至 on top advancing and sun (possily) 日 on the bottom: 㬜 → 晉 → 晋: advance,,,,1106,tấn," 1. Tiến lên. Như mạnh tấn 孟晉 cố tiến lên. <br>2. Nhà Tấn 晉. Tư Mã Viêm 司馬炎 lấy nước của nhà Ngụy 魏 lên làm vua gọi là nhà Tấn (365-316). <br>3. Nước Tấn, đời Ngũ đại Thạch Kinh Ðường nối nhà Hậu Ðường 後唐 lên làm vua gọi là nước Tấn. Sử gọi là nhà Hậu Tấn 後晉 (936-947). Ðời vua Thành vương 成王 nhà Chu 周 phong em là Thúc Ngu ra làm vua đất Ðường 唐, sau dời ra đất Tấn cũng gọi là nước Tấn.<br>"
韩,"十, 日, 韦","Fence, korea",Hán,"韩
├── 龺
│   ├── 十
│   └── 早
│       ├── 日
│       └── 十
└── 韦",⿰⿱十⿱日十韦,① place where the sun is strong 龺 and fenced so you have to walk around it 韋/韦,,,,1107,hàn," 1. Tên nước ngày xưa. Là một nước nhà Chu 周 phong cho người cùng họ, sau bị nước Tấn 晉 lấy mất, nay thuộc vào vùng tỉnh Thiểm Tây 陝西. <br>2. Ðời Chiến quốc 戰國 (475-221 trước Tây lịch) có quan đại phu nước Tấn 晉 là họ Hàn 韓, cùng với họ Triệu 趙 họ Ngụy 魏 chia nhau lấy nước Tấn 晉 gọi là nước Hàn 韓 thuộc vùng Sơn Tây 山西 bây giờ, sau bị nhà Tần 秦 lấy mất. <br>3. Dải đất phía nam nước Triều Tiên 朝鮮, ngày xưa gọi là Tam Hàn 三韓, đến đời vua Lý Hy gần đây đổi tên nước là nước Hàn 韓, vì thế mới gọi người Triều Tiên là người Hàn 韓.<br>"
岂,"山, 己","Happy, delighted, jubilant, harmonious, how, what","kǎi, qǐ","岂
├── 山
└── 己",⿱山己,① rs. similar to 壴 but with hand 山 (⺕) on top: drum on happy and jubilant occasions; what is the party for? wonders a passerby ② ⓢ modf. 豈 → 豈 (豆 → 己),,,,1108,khởi|khải," 1. Há, sao. Dùng làm lời nói trái lại. Như khởi cảm 豈敢 há dám, khởi khả 豈可 há nên. <br>2. Thửa, cũng như chữ kỳ 其. <br>3. Một âm là khải, cùng nghĩa với chữ 愷.<br>"
迹,"辶, 亠","Search, track, trace, impression",jì,"迹
├── 辶
└── 亦
    ├── 亠
    └── 37456
        ├── 37476
        │   ├── 丨
        │   └── 亅
        └── 八",⿺辶⿱亠&CDP-8CB5;,① tracks of a wet person's 亦 foot 足 ② ⓢ tracks of a walking 辶 wet person 亦,,,,1109,tích, 1. Vết chân. Như tung tích 蹤跡 dấu vết.<br>
伏,"亻, 犬","Crouch, crawl, lie hidden, conceal","fú, Fú","伏
├── 亻
└── 犬",⿰亻犬,① rs. man 亻 acting like a dog 犬,,,,1110,phục," 1. Nép, nằm phục xuống. <br>2. Nấp, giấu. Như phục binh 伏兵 giấu binh một chỗ để rình giặc đến thì đánh.<br>"
忘,"丶, ⼖, 心","Forget, neglect, miss, omit",wàng,"忘
├── 亡
│   ├── 匸
│   └── 丶
└── 心",⿱⿱丶⼖心,① what dies 亡 in the mind 心 is forgotten,,,,1111,vong," 1. Quên. <br>2. Nhãng qua. <br>3. Bỏ sót. Dùng làm chữ chuyển câu, nghĩa là không.<br>"
剧,"尸, 十, 口, 刂","Theatrical plays, opera, drama",jù,"剧
├── 居
│   ├── 尸
│   └── 古
│       ├── 十
│       └── 口
└── 刂",⿰⿸尸⿱十口刂,① a play about wild animals 豦 and knives 刂 ② ⓢ knives 刂 are 居 part of the play,,,,1112,kịch," 1. Quá lắm. Như kịch liệt 劇烈 dữ quá, kịch đàm 劇談 bàn dữ, bệnh kịch 病劇 bệnh nặng lắm. <br>2. Trò đùa. Như diễn kịch 演劇 diễn trò.<br>"
奔,"大, 十, 廾","Run fast, flee, rush about, run","bēn, bèn","奔
├── 大
└── 卉
    ├── 十
    └── 艹",⿱大⿱十廾,① rs. man 大 going through brush 卉,,,,1113,bôn, 1. Chạy vội. <br>2. Làm việc hăm hở sợ thua người gọi là bôn xu 奔趨. <br>3. Ðánh trận thua chạy gọi là bôn. <br>4. Cưới xin không đủ lễ gọi là bôn.<br>
顶,"一, 亅, 页","Top, peak, carry on head, very, receive",dǐng,"顶
├── 丁
│   ├── 一
│   └── 亅
└── 页",⿰⿱一亅页,"① head 頁 of a man 丁: top, it is receiving every criticism leveled at it",,,,1114,đính," 1. Đỉnh đầu. Phàm chỗ nào rất cao đều gọi là đính. Như sơn đính 山頂 đỉnh núi, ốc đính 屋頂 nóc nhà, v.v. <br>2. Bình phẩm sự vật gì mà cho là hơn hết cũng gọi là đính. Như đính thượng 頂上 nhất hạng, tột bực. <br>3. Đời nhà Thanh 清, cái ngù mũ đính ở trên chóp mũ, cho nên gọi cái mũ là đính đái 頂戴. <br>4. Đội. Như đính thiên lập địa 頂天立地 đội trời đạp đất. <br>5. Xông lên. Như chèo thuyền ngược gió gọi là đính phong 頂風. <br>6. Đâm thọc, khêu chọc. Dùng lời nói mà châm chọc gọi là xuất ngôn đính chàng 出言頂撞. <br>7. Thế thay. Như mạo danh đính thế 冒名頂替 mạo tên thế thay.<br>"
油,"氵, 由","Oil, fat, grease, lard, paints",yóu,"油
├── 氵
└── 由
    ├── 37024
    │   ├── 二
    │   └── 丨
    └── 凵",⿰氵由,① watery 氵 substance sprouting from a field 由: a well drilled into an oilfield,,,,1115,du," 1. Dầu, phàm chất gì lỏng mà có thể đốt cháy được đều gọi là du. Như hỏa du 火油 dầu hỏa, đậu du 豆油 dầu đậu, chi du 脂油 dầu mỡ, v.v. <br>2. Ùn ùn, tả cái vẻ nhiều mạnh. Như du nhiên tác vân 油然作雲 (Mạnh Tử 孟子) ùn ùn mây nổi. <br>3. Trơn.<br>"
跳,"口, 止, ⼎, ⼉","Jump, leap, vault, bounce, dance",tiào,"跳
├── ⻊
└── 兆
    ├── 儿
    └── 37036
        ├── 冫
        └── 90011
            └── 冫",⿰⿱口止⿲⼎⼉⼎,① use one's feet ⻊ many 兆 times in quick succession,,,,1116,khiêu, 1. Nhảy.<br>
弃,"一, 厶, 廾","Reject, abandon, discard",qì,"弃
├── 48108
│   ├── 亠
│   └── 厶
└── 艹",⿱⿻一厶廾,① rs. a group of hands 廾木 tossing a child 𠫓 on a blanket: toss out,,,,1117,khí," 1. Quên, bỏ. Như nhân khí ngã thủ 人棄我取 người bỏ ta lấy, thóa khí nhất thiết 唾棄一切 vứt bỏ hết thẩy.<br>"
睛,"目, 龶, 月","Eyeball, pupil of eye",jīng,"睛
├── 目
└── 青",⿰目⿱龶月,① the part of the eye 目 that is blue 青靑,,,,1118,tình," 1. Con ngươi, cái guồng tròn mà trong suốt ở trong mắt.<br>"
辛,⾟,"Bitter, toilsome, laborious, spicy, 8th heavenly stem, rad. 160","xīn, Xīn",辛,⾟,"① if you eat something spicy you stand 立 up many 十 times faster than normally ② lit. something having a 一 fault 䇂 ③ rs. 1. an upside down person - (laying not standing, dead not alive, woman not man, going not comming, slave not free, bad person not good person) 2. sometimes possibly a crowbar like instrument:  → 辛 ④ looks like a face 立 with a tongue 十 sticking out of it: the taste of something is bitter", 苦; 塩; 辟 宰 辞,,,1119,tân," 1. Can tân, can thứ tám trong mười can. <br>2. Mùi cay. <br>3. Cay đắng nhọc nhằn. <br>4. Thương xót. Như bi tân 悲辛, tân toan 辛酸, v.v.<br>"
彼,"彳, 皮","That, there, those, the other, he",bǐ,"彼
├── 彳
└── 皮",⿰彳皮,① somebody else walking 彳 over there clad in a hide 皮,,,,1120,bỉ," 1. Bên kia. Là tiếng trái lại với chữ thử. Như bất phân bỉ thử 不分彼此 chẳng phân biệt được đấy với đây. <br>2. Kẻ khác, kẻ kia. <br>3. Lời nói coi xa không thiết gì.<br>"
厚,"厂, 日, 子","Thick, substantial, greatly, kind, friendship",hòu,"厚
├── 37492
│   ├── 厂
│   └── 日
└── 子",⿸厂⿱日子,"① thick 㫗 cliff 厂: having substantial weight, just like a good friendship",,,,1121,hậu," 1. Chiều dầy. <br>2. Hậu, đối lại với chữ bạc 薄. Phẩm bình sự vật cái nào tốt hơn, nhiều hơn, dầy hơn đều gọi là hậu. <br>3. Hậu đãi hơn. Ðãi người thân trọng hơn gọi là tương hậu 相厚.<br>"
练,"纟, 𫠣","Practice, drill, exercise, train",liàn,"练
├── 纟
└── 37276
    ├── 七
    │   ├── 乚
    │   └── 一
    └── 38229
        ├── ㇆
        └── 八",⿰纟𫠣,① practising 東/东 tai chi lines 糸/纟 in the morning outside/practising writing lines 糸 to write a letter 柬,,,,1122,luyện," 1. Lụa chuội trắng nõn. <br>2. Duyệt lịch. Như lịch luyện 歷練 luyện tập đã nhiều, từng quen. <br>3. Luyện tập. Như huấn luyện 訓練 luyện tập. <br>4. Luyện, học tập hay làm gì mà đã tinh tường lắm đều gọi là luyện. Như am luyện 諳練 đã quen, đã tinh lắm. <br>5. Kén chọn. <br>6. Tế tiểu tướng gọi là luyện.<br>"
暴,"日, 十, 丨, 一, 八, 氺","Violent, brutal, tyrannical","bào, Bào","暴
├── 日
└── 37440
    ├── 共
    │   ├── 龷
    │   │   ├── 艹
    │   │   └── 一
    │   └── 八
    └── 水",⿱日⿱⿱⿱⿻十丨一八氺,① rs. the savage attack (two hands 廾 going out 出) of a buck 米 in clear daylight 日: 㬥 → 暴,,,,1123,bạo|bộc," 1. Tàn bạo. Như tham bạo 貪暴, bạo ngược 暴虐. Trộm giặc gọi là bạo khách 暴客, v.v. <br>2. Làm hại. Như bạo điễn thiên vật 暴殄天物. <br>3. Vội, chợt đến. Như tật phong bạo vũ 疾風暴雨 gió táp mưa sa, bạo lãnh 暴冷 chợt rét, bạo phát 暴發 chợt giàu. <br>4. Bạo hổ 暴虎 bắt hổ tay không. <br>5. Một âm là bộc. Phơi. Tục quen viết là 曝. <br>6. Bộc lộ.<br>"
训,"讠, 川","Teach, instruct, exegesis",xùn,"训
├── 讠
└── 川",⿰讠川,① a river 川 of words 言,,,,1124,huấn, 1. Dạy dỗ. <br>2. Nói giải nghĩa cho rõ ra. Vì thế nên chua nghĩa sách cũng gọi là huấn. <br>3. Lời nói có thể làm phép được gọi là huấn. Như cổ huấn 古訓 lời người xưa dạy. <br>4. Thuận theo.<br>
丝,一,"silk, thread, trace, (cuisine) shreds or julienne strips, CL:條|条[tiao2], classifier: a thread (of cloud, smoke etc), a bit, an iota, a hint (of sth) etc",sī,"丝
├── 38044
│   └── 99836
└── 一",⿱⿰&CDP-895C;&CDP-895C;一,,,,,1125,ti," 1. Tơ tằm. <br>2. Phàm thứ gì nhỏ mà hình như đan sợi đều gọi là ti. Như thù ti 蛛絲 mạng nhện, vũ ti 雨絲 mưa dây, v.v. <br>3. Tiếng ti. Như đàn nhị phải dùng dây tơ mới gảy mới kéo ra tiếng được nên gọi là tiếng ti. <br>4. Ti, một phần trong mười vạn phần gọi là một ti 絲. Mười ti 絲 là một hào 毫.<br>"
