character,components,meaning,pinyin,tree,decomposition,story,appears_in,my_story,picture,frequency_rank,Hán Việt,Nghĩa
玺,"𠂊, 小, 玉","Imperial signet, royal signet",xǐ,"玺
├── 尔
│   ├── ⺈
│   └── 小
└── 玉",⿱⿱𠂊小玉,① precious stone 玉 that is a sign of somebody else 爾/尔,,,,3126,tỉ, 1. Cái ấn của thiên tử.<br>
葱,"艹, 勹, 丿, 丶, 心","Scallions, leeks, green onions",cōng,"葱
├── 艹
└── 怱
    ├── 匆
    │   ├── 勿
    │   │   ├── 勹
    │   │   └── 37125
    │   │       └── ㇒
    │   └── 丶
    └── 心",⿱艹⿱⿻⿹勹⿱丿丿丶心,① plant 艹 vehemently 悤/怱 moving in the wind: scallions or leek,,,,3127,thông, 1. Hành. Chỗ tóp trắng gọi là thông bạch 葱白.<br>
猓,"犭, 日, 木",monkey,guǒ,"猓
├── 犭
└── 果
    ├── 田
    └── 木",⿰犭⿻日木,,,,,3128,#N/A,#N/A
凹,凹,"Concave, hollow, depressed, a pass, valley","āo, wā","凹
└── 凵",凹,① figure of a concave or hollow thing,,,,3129,ao, 1. Lõm.<br>
扼,"扌, 厂, 㔾","Grasp, clutch, choke, strangle",è,"扼
├── 扌
└── 厄
    ├── 厂
    └── 㔾",⿰扌⿸厂㔾,① hard 扌 grasping the hand of the man in need 厄: save him,,,,3130,ách, 1. Giữ chẹn. Như ách yếu 扼要 giữ chẹn chỗ hiểm yếu.<br>
涡,"氵, 口, 冂, 人","Swirl, whirlpool, eddy","guō, wō","涡
├── 氵
└── 呙
    ├── 口
    └── 内
        ├── 人
        └── 冂",⿰氵⿱口⿻冂人,① where water 氵 passes through openings like mouths 咼/呙 whirpools are created,,,,3131,qua|oa, 1. Sông Qua. <br>2. Một âm là oa. Nước xoáy.<br>
絮,"女, 口, 糸","cotton wadding, fig. padding, long-winded",xù,"絮
├── 如
│   ├── 女
│   └── 口
└── 糸",⿱⿰女口糸,,,,,3132,nhứ," 1. Cho kén vào nước sôi rồi gỡ ra chỗ nào săn đẹp gọi là miên 綿, chỗ nào sù sì gọi là nhứ 絮. <br>2. Sợi bông. <br>3. Thứ hoa nào chất mềm nhẹ bay bốc ra được đều gọi là nhứ. Như liễu nhứ 柳絮 bông liễu, lư nhứ 蘆絮 bông lau, v.v. Nguyễn Du 阮攸. Nhứ phi hoa lạc vô nhân quản, Nhất dạ tùy lưu đáo Quảng Ðông 絮飛花落無人管，一夜隨流到廣東 tơ bay, hoa rụng không ai để ý, một đêm chảy theo dòng đến Quảng Ðông. <br>4. Nhai nhải. Như nhứ ngữ 絮語 nói nhai nhải.<br>"
窟,"宀, 八, 尸, 凵, 丨","Hole, cave, cellar, underground",kū,"窟
├── 穴
└── 屈
    ├── 尸
    └── 出
        └── 山",⿱⿱宀八⿸尸⿱⿻凵丨凵,① bent 屈 hole 穴: entrance to cellar or cave,,,,3133,quật," 1. Cái hang, cái hang của giống thú ở gọi là quật. <br>2. Lỗ hổng. <br>3. Nhà hầm. <br>4. Chỗ chất chứa nhiều vật.<br>"
澡,"氵, 口, 木","Wash, bathe",zǎo,"澡
├── 氵
└── 喿
    ├── 品
    │   └── 口
    └── 木",⿰氵⿱⿱口⿰口口木,① chirping birds of the tree 喿 bathing themselves in the water 氵,,,,3134,táo|tháo," 1. Tắm, rửa, có chỗ đọc là tháo.<br>"
欤,"一, 欠","(literary) (final particle similar to 嗎|吗[ma5], 呢[ne5] or 啊[a1])",yú,"欤
├── 与
│   ├── 37189
│   │   └── 己
│   └── 一
└── 欠",⿰⿹&CDP-8BBF;一欠,,,,,3135,dư," 1. Vậy vay ! vậy ư ! tiếng nói cuối cùng các câu còn ngờ. <br>2. Ư tiếng đệm, hay dùng vào chỗ nó ngắt lời. Như thùy dư 誰歟 ai ư ?<br>"
秽,"禾, 山, 夕","dirt, filth",huì,"秽
├── 禾
└── 岁
    ├── 山
    └── 夕",⿰禾⿱山夕,,,,,3136,uế," 1. Cỏ xấu, cỏ lan ruộng lúa. <br>2. Dơ bẩn, vết xấu.<br>"
鞠,"革, 勹, 米","Bow, bend, rear, raise, nourish, ball","jū, Jū","鞠
├── 革
└── 匊
    ├── 勹
    └── 米",⿰革⿹勹米,① leather 革 ball (handful 匊 of air): one has to bow to pick it up and is used in rearing children nourishing their thirst for physical exercise,,,,3137,cúc," 1. Quả bóng da ngày xưa gọi là tháp cúc 蹋鞠, cũng gọi là túc cúc蹙鞠. <br>2. Nuôi. Như Kinh Thi 詩經 nói mẫu hề cúc ngã 母兮鞠我 mẹ hề nuôi ta. <br>3. Cong, khom. Như cúc cung 鞠躬 khom mình làm lễ chào. <br>4. Cùng nghĩa với chữ cúc 菊. <br>5. Nhiều. <br>6. Hỏi vặn , <br>7. Bảo. <br>8. Họ Cúc.<br>"
麾,"广, 木, 毛","signal flag, to signal",huī,"麾
├── 麻
└── 毛",⿸⿸广⿰木木毛,,,,,3138,huy," 1. Cờ đầu, cờ chỉ huy. Vọng huy nhi tiến, thính cổ nhi động 望麾而進，聽鼓而動 (Nam sử, Lương Vũ Ðế kỉ thượng 南史，梁武帝紀上) trông cờ đầu mà tiến lên, nghe trống mà động quân. <br>2. Chỉ huy. Như huy quân 麾軍 chỉ huy quân. <br>3. Vậy.<br>"
曜,"日, 𠃌, 冫, 隹","Weekday, glorious, as sun, daylight, sunlight, one of the seven planets of pre-modern astronomy (the sun, the moon, mercury, venus, mars, jupiter, and saturn)",yào,"曜
├── 日
└── 翟
    ├── 羽
    └── 隹",⿰日⿱⿰⿹𠃌冫⿹𠃌冫隹,① glorious 翟 day or sunlight 日,週,,,3139,diệu," 1. Bóng sáng mặt trời. <br>2. Mặt trời, mặt trăng, sao đều gọi là diệu. Mặt trời mặt trăng gọi là lưỡng diệu 兩曜.<br>"
晤,"日, 一, 力, 口",to meet (socially),wù,"晤
├── 日
└── 吾
    ├── 五
    │   ├── 一
    │   └── 65460
    │       ├── 力
    │       └── 一
    └── 口",⿰日⿱⿱一⿱力一口,,,,,3140,ngộ," 1. Gặp, đối, cùng gặp mặt nhau gọi là ngộ diện 晤面. <br>2. Sáng.<br>"
萝,"艹, 罒, 夕",radish,luó,"萝
├── 艹
└── 罗
    ├── 罒
    └── 夕",⿱艹⿱罒夕,,,,,3141,la, 1. Nữ la 女蘿 một loài nấm. <br>2. La bặc 蘿菔. Xem chữ bặc 菔.<br>
佟,"亻, 夂, ⺀",surname Tong,Tóng,"佟
├── 亻
└── 冬
    ├── 夂
    └── ⺀",⿰亻⿱夂⺀,,,,,3142,đông, 1. Chợ Ðông.<br>
缉,"纟, 口, 耳","to seize, to arrest, Taiwan pr. [qi4], to stitch finely","jī, qī","缉
├── 纟
└── 咠
    ├── 口
    └── 耳",⿰纟⿱口耳,,,,,3143,tập," 1. Chắp sợi, đánh thừng. <br>2. Viền mép, viền gấu. <br>3. Chắp nối. Như biên tập 編緝 biên chép. Sách đã rách nát biên chép chắp nối lại gọi là biên tập. Bây giờ thường dùng chữ tập 輯 nghĩa là biên tập tài liệu các sách lại cho thành một tập cho gọn gàng. <br>4. Lùng bắt. Như tập đạo 緝盜 bắt cướp.<br>"
甩,甩,"Throw away, discard",shuǎi,"甩
├── 用
└── 乚",,"① modf. 用 → 甩: after using 用 something, one throws it away", 竜 電,,,3144,#N/A,#N/A
颓,"禾, 几, 页","variant of 頹|颓[tui2], to crumble, to collapse, to decline, to decay, decadent, dejected, dispirited, balding, variant of 頹|颓[tui2]",tuí,"颓
├── 秃
│   ├── 禾
│   └── 几
└── 页",⿰⿱禾几页,,,,,3145,đồi," 1. Sụt lở. Kinh Lễ ký 禮記 có câu Thái Sơn kì đồi hồ 泰山其頹呼 núi Thái Sơn sụt lở mất ư ? Nguyên là câu nói lúc đức Khổng Tử 孔子 sắp mất. Núi Thái Sơn là chỗ người ta đều trông ngóng hâm mộ, nói núi Thái Sơn lở là nói ví như lúc hiền nhân quân tử sắp mất vậy. <br>2. Suy đồi, tả cái dáng lúc già yếu không được thích ý. Như đồi đường 頹唐, đồi táng 頹喪 đều chỉ về phần tinh thần nó suy tàn không phấn chấn lên được nữa. <br>3. Gió dữ. <br>4. Thuận. <br>5. Nước chảy dốc.<br>"
沂,"氵, 斤","Yi River, Shandong",Yí,"沂
├── 氵
└── 斤",⿰氵斤,,,,,3146,nghi|ngân, 1. Sông Nghi. <br>2. Một âm là ngân. Ống sáo lớn.<br>
纂,"竹, 目, 大, 糸","to compile, bun (of hair), red silk ribbon, variant of 纘|缵[zuan3]",zuǎn,"纂
├── ⺮
└── 37442
    ├── 37140
    │   ├── 目
    │   └── 大
    └── 糸",⿱⿳竹目大糸,,,,,3147,toản," 1. Dây lụa đỏ, một thứ hàng dệt như dây thao mà đỏ. <br>2. Biên tập sách vở.<br>"
沁,"氵, 心","to seep, to percolate",qìn,"沁
├── 氵
└── 心",⿰氵心,,,,,3148,thấm|sấm, 1. Sông Thấm. <br>2. Một âm là sấm. Nước thấm vào.<br>
郝,"土, 阝","ancient place name, surname Hao",Hǎo,"郝
├── 赤
└── 阝",⿰⿱土&CDP-8CB5;阝,,,,,3149,hác," 1. Tên một làng đời Hán. <br>2. Họ Hác. Ðời nhà Tấn có vợ Vương Hồn là Chung Thị, vợ Vương Trạm là Hác Thị, hai chị em dâu ăn ở với nhau rất là nết na hòa thuận, vì thế nên khen đàn bà có đức hạnh gọi là chung hác 鍾郝.<br>"
胥,"疋, 月","All, together, mutually, assist, inspect","xū, Xū","胥
├── 疋
└── 月",⿱疋月,① stop 疋 and inspect all the meat 月 together,,,,3150,tư," 1. Ðều. Như tư khả 胥可 đều khá. <br>2. Ðợi. Như thiểu tư 少胥 đợi một chút, tư mệnh 胥命 đợi mệnh lệnh, v.v. <br>3. Cùng coi, dò xét. Như vu tư tư nguyên 于胥斯原 (Thi Kinh 詩經) cùng coi cánh đồng để định chỗ cho dân ở. <br>4. Thứ nhân làm quan gọi là tư. Ðời sau gọi thơ lại là tư lại 胥吏 là bởi đó (tức ta gọi là nhà tơ). <br>5. Giúp. <br>6. Sơ, xa.<br>"
镖,"钅, 覀, 示","throwing weapon, dart, goods sent under the protection of an armed escort",biāo,"镖
├── 钅
└── 票
    ├── 覀
    └── 示",⿰钅⿱覀示,,,,,3151,phiêu," 1. Cái phiêu, cây lao. Một thứ đồ binh như cái giáo mà ngắn, dùng để lao người. Như phi tiêu 飛鏢.<br>"
牒,"片, 世, 木","(official) document, dispatch",dié,"牒
├── 片
└── 枼
    ├── 世
    │   ├── ㇗
    │   └── 廿
    └── 木",⿰片⿱世木,,,,,3152,điệp," 1. Ðiệp, một lối văn thư của nhà quan. Tức là cái trát hay tờ trình bây giờ. <br>2. Phả điệp, sách biên chép thế hệ nhà vua gọi là ngọc điệp 玉牒.<br>"
绫,"纟, 土, 八, 夂","Thin silk, damask silk, design, figured cloth, twill",líng,"绫
├── 纟
└── 夌
    ├── 17079
    │   ├── 土
    │   └── 八
    └── 夂",⿰纟⿳土八夂,① silk 糸 used by slow going emperors 夌,,,,3153,lăng," 1. Lụa mỏng, lụa mỏng có hoa.<br>"
苛,"艹, 一, 亅, 口","Small, petty, harsh, rigorous",kē,"苛
├── 艹
└── 可
    ├── 丁
    │   ├── 一
    │   └── 亅
    └── 口",⿱艹⿹⿱一亅口,① good 可 vegetables 艹: small stature and harsh life ② ball 可 of vegetables 艹: food for harsh life,,,,3154,hà, 1. Nghiệt ác. . Làm việc xét nét nghiêm ngặt quá đều gọi là hà. Chánh lệnh tàn ác gọi là hà chánh 苛政. Lễ ký 禮記. Hà chánh mãnh ư hổ dã 苛政猛於虎也 chính sách hà khắc còn tàn bạo hơn cọp <br>2. Ghen ghét. <br>3. Phiền toái. <br>4. Trách phạt. <br>5. Quấy nhiễu.<br>
汾,"氵, 八, 刀",name of a river,fén,"汾
├── 氵
└── 分
    ├── 八
    └── 刀",⿰氵⿱八刀,,,,,3155,phần, 1. Sông Phần.<br>
埂,"土, 一, 日, 丿, 乀","strip of high ground, low earth dyke separating fields",gěng,"埂
├── 土
└── 更
    ├── 一
    └── 99977
        ├── 申
        │   ├── 日
        │   └── 丨
        └── 乂
            └── ㇒",⿰土⿱一⿻日⿻丿乀,,,,,3156,canh, 1. Cái hố nhỏ. <br>2. Ðiền canh 田埂 thửa ruộng.<br>
豁,"宀, 二, 一, 丨, 口, 谷","to play Chinese finger-guessing game, opening, stake all, sacrifice, crack, slit, clear, open, exempt (from), liberal-minded","huá, huō, huò","豁
├── 害
│   ├── 宀
│   └── 37534
│       ├── 丰
│       │   ├── 三
│       │   │   ├── 一
│       │   │   └── 二
│       │   └── 丨
│       └── 口
└── 谷",⿰⿱⿱宀⿻⿻二一丨口谷,,,,,3157,khoát," 1. Hang thông suốt cả hai đầu. Vì thế nên chỗ đất nào phẳng phắn sáng sủa gọi là hiên khoát 軒豁, người già gọi là đầu đồng xỉ khoát 頭同齒豁 đầu trọc răng long. <br>2. Thông suốt, tâm ý rộng rãi khoan thai gọi là khoát. Như khoát nhiên quán thông 豁然貫通 vỡ vạc thông suốt. <br>3. Khai phóng, tha bổng. Như tiền lương chi khoát miễn 錢糧之豁免 tha không bắt nộp tiền lương nữa , hình ngục chi siêu khoát 刑獄之超豁 không bắt chịu hình ngục nữa.<br>"
谤,"讠, 亠, 丷, 冖, 方","to slander, to defame, to speak ill of",bàng,"谤
├── 讠
└── 旁
    ├── 37490
    │   ├── 37159
    │   │   ├── 亠
    │   │   └── 丷
    │   └── 冖
    └── 方",⿰讠⿱⿱⿱亠丷冖方,,,,,3158,báng," 1. Chê bai, báng bổ, thấy người làm việc trái mà mọi người cùng xúm lại chê bai mai mỉa gọi là báng.<br>"
祗,"礻, 氏, 丶",respectful (ly),zhī,"祗
├── 礻
└── 氐
    ├── 氏
    └── 丶",⿰礻⿱氏丶,,,,,3159,chi," 1. Kính, cung kính. <br>2. Chỉ. Như thế thôi. Nhân sinh đại đại vô cùng dĩ, Giang nguyệt niên niên chi tương tự 人生代代無窮已，江月年年祗相似 (Trương Nhược Hư 張若虛) đời người ta đời này sang đời khác không cùng tận, (nhưng) mặt trăng năm này sang năm khác cũng vẫn như nhau.<br>"
埽,"土, 彐, 冖, 巾","dike, old variant of 掃|扫[sao4]",sào,"埽
├── 土
└── 帚
    ├── 彐
    └── 37172
        ├── 冖
        └── 巾",⿰土⿳彐冖巾,,,,,3160,tảo, 1. Vốn là chữ tảo 掃.<br>
琛,"王, 冖, 儿, 木","precious stone, gem",chēn,"琛
├── 王
└── 罙
    ├── ⺳
    └── 木",⿰王⿱⿱冖儿木,,,,,3161,sâm, 1. Ðồ quý báu.<br>
芽,"艹, 牙","Bud, sprout, shoot",yá,"芽
├── 艹
└── 牙",⿱艹牙,① grass 艹 small like a tooth 牙,,,,3162,nha, 1. Mầm. Như đậu nha 荳芽 mầm đậu. <br>2. Sự vật gì mới phát ra cũng gọi là nha. <br>3. Quặng mỏ.<br>
俚,"亻, 里","rustic, vulgar, unrefined, abbr. for 俚語|俚语[li3 yu3], slang, old name for the 黎[Li2] ethnic group","lǐ, Lǐ","俚
├── 亻
└── 里",⿰亻里,,,,,3163,lý, 1. Nhờ. Như vô lý 無俚 cũng như nói vô liêu 無聊 không nhờ cái gì cho khuây khỏa được. <br>2. Quê kệch. Như lý ca 俚歌 câu hát quê kệch của người nhà quê hát.<br>
鞘,"革, ⺌, 月","scabbard, sheath",qiào,"鞘
├── 革
└── 肖
    ├── ⺌
    └── 月",⿰革⿱⺌月,,,,,3164,sao, 1. Cái túi dao. Cái bao da để cho dao vào. Xẻ gỗ đóng hộp đựng bạc cho tiện đem đi đem lại gọi là sao.<br>
矜,"矛, 人, 丶, ㇇","to boast, to esteem, to sympathize",jīn,"矜
├── 矛
└── 今
    ├── 亽
    │   ├── 人
    │   └── 丶
    └── ㇇",⿰矛⿱⿱人丶㇇,,,,,3165,căng," 1. Xót thương. <br>2. Tự khoe mình. <br>3. Giữ mình một cách nghiêm ngặt. Như căng trì 矜持. <br>4. Kính, khiến cho thấy người trông thấy mình làm phép gọi là căng thức 矜式. <br>5. Cái cán giáo. <br>6. Khổ nhọc. <br>7. Nguy. <br>8. Tiếc, giữ. <br>9. Chuộng. 10. Bền.<br>"
掖,"扌, 亠, 亻, 夂, 丶","to tuck (into a pocket), to hide, to conceal, to support by the arm, to help, to promote, at the side, also pr. [yi4]","yē, yè","掖
├── 扌
└── 夜
    ├── 亠
    └── 38480
        ├── 亻
        └── 41900
            ├── 夂
            └── 丶",⿰扌⿱亠⿰亻⿴夂丶,,,,,3166,dịch," 1. Nách, cũng như chữ dịch 腋. <br>2. Giúp. Như dụ dịch 誘掖 dẫn rủ mình đi trước dụ cho người theo sau gọi là dụ 誘,đứng ở bên mà giúp đỡ người gọi là dịch 掖. <br>3. Ở bên. Như cái nhà ở bên cũng gọi là dịch đình 掖庭, tường bên điện gọi là dịch viên 掖垣.<br>"
煜,"火, 日, 立","brilliant, glorious",yù,"煜
├── 火
└── 昱
    ├── 日
    └── 立",⿰火⿱日立,,,,,3167,dục, 1. Rực rỡ. <br>2. Ngọn lửa.<br>
呕,"口, 匚, 㐅",vomit,ǒu,"呕
├── 口
└── 区
    ├── 匚
    └── 乂
        └── ㇒",⿰口⿷匚㐅,,,,,3168,ẩu, 1. Nôn (nôn ra tiếng).<br>
琢,"王, 豕, 丶","Polish jade, cut jade","zhuó, zuó","琢
├── 王
└── 豖
    ├── 一
    └── 38162
        ├── 匆
        │   ├── 勿
        │   │   ├── 勹
        │   │   └── 37125
        │   │       └── ㇒
        │   └── 丶
        └── 90011
            └── 冫",⿰王⿻豕丶,① make jade 王 round like a pig 豖/豕: polish jade,,,,3169,trác," 1. Sửa ngọc, mài giũa ngọc. <br>2. Ðôn trác 敦琢 kén chọn.<br>"
俨,"亻, 一, 厂","majestic, dignified",yǎn,"俨
├── 亻
└── 严
    ├── 亚
    │   ├── 一
    │   └── 业
    │       ├── 37859
    │       │   ├── 10001
    │       │   │   └── 丨
    │       │   └── 丷
    │       └── 一
    └── 厂",⿰亻⿳一&CDP-85F0;厂,,,,,3170,nghiễm, 1. Tả cái dáng kinh sợ. Như vọng chi nghiễm nhiên 望之儼然 coi dáng nghiêm trang đáng sợ.<br>
